"kegg","intpathway","LCS","Gene Agreement","GenePair Agreement"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","glycerol_degradation","0","0.006","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","nad_salvage_pathway","1","0.031","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","fructose_degradation","0","0.006","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","tyrosine_degradation","0","0.006","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","cytoplasmic_ribosomal_proteins","0","0.296","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","cell_cycle_-_yeast","0","0.329","0.003"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","threonine_degradation","0","0.006","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","ergosterol_biosynthesis","1","0.067","0.001"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","salvage_pathways_of_adenine,_hypoxanthine_and_their_nucleosides","0","0.022","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","lipoic_acid_metabolism","0","0.009","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","phenylalanine,_tyrosine,_tryptophan_biosynthesis","1","0.052","0.001"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","superpathway_of_tca_cycle_and_glyoxylate_cycle","1","0.078","0.001"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","glutathione-glutaredoxin_system","0","0.019","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","dehydro-d-arabinono-1,4-lactone_biosynthesis","1","0.009","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","galactose_degradation","0","0.015","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","cysteine_biosynthesis_from_homoserine","1","0.012","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","fatty_acid_biosynthesis,_initial_steps","1","0.022","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sucrose_degradation","0","0.003","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","methylglyoxal_catabolism","0","0.009","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","tca_cycle,_aerobic_respiration","0","0.061","0.001"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","lipases_biosynthesis","1","0.012","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","acetoin_biosynthesis","1","0.019","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","mevalonate_pathway","1","0.028","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","pyrimidine_metabolism","0","0.196","0.003"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","stearate_biosynthesis","1","0.012","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","ether_lipid_metabolism","0","0.015","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","serine_biosynthesis","1","0.012","0.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","superpathway_of_ergosterol_biosynthesis","1","0.067","0.001"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","glutathione_metabolism","0","0.069","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","fatty_acid_oxidation","0","0.068","0.003"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","glycine_biosynthesis_from_threonine","1","0.007","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","1","0.021","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","n-glycan_biosynthesis","0","0.252","0.005"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","glycerolipid_metabolism","0","0.113","0.003"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","other_glycan_degradation","0","0.007","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","trehalose_biosynthesis","0","0.028","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","butanoate_metabolism","0","0.132","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","trehalose_degradation,_low_osmolarity","0","0.035","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","phenylalanine_metabolism","0","0.061","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","cholesterol_biosynthesis","0","0.087","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","histidine_biosynthesis","0","0.048","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","oleate_biosynthesis","0","0.007","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","methionine_salvage_pathway","0","0.094","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","protein_export","0","0.138","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","pyruvate_dehydrogenase_pathway","0","0.028","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","dna_replication","0","0.230","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","rump_cycle_and_formaldehyde_assimilation","0","0.028","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","genes_of_meiotic_recombination","0","0.107","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","mannose_degradation","0","0.028","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","tyrosine_biosynthesis","0","0.028","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","glycerophospholipid_metabolism","0","0.185","0.005"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sphingolipid_metabolism","0","0.125","0.003"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","basal_transcription_factors","0","0.156","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","glucose-1-phosphate_metabolism","1","0.028","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","superpathway_of_heme_and_siroheme_biosynthesis","0","0.068","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","peroxisome","0","0.202","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","lactose_degradation","0","0.048","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","glycine_cleavage_complex","0","0.021","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","glycolysis_and_gluconeogenesis","1","0.352","0.020"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","lysine_biosynthesis","0","0.075","0.002"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sulfur_metabolism","0","0.100","0.002"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","terpenoid_backbone_biosynthesis","0","0.087","0.002"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","trehalose_anabolism","0","0.055","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","phagosome","0","0.214","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","valine,_leucine_and_isoleucine_degradation","1","0.144","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","arginine_degradation","0","0.035","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","base_excision_repair","0","0.113","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","superpathway_of_fatty_acid_biosynthesis,","0","0.055","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","pathways_of_chorismate","0","0.162","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","glutamate_degradation","0","0.125","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","glycine_degradation","0","0.028","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","folate_transformations","0","0.075","0.003"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","folate_biosynthesis","0","0.132","0.005"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","rna_transport","0","0.414","0.008"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","xylulose-monophosphate_cycle","0","0.035","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","phenylalanine_degradation","0","0.081","0.002"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","homocysteine_and_cysteine_interconversion","1","0.028","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","aerobic_respiration,_electron_transport_chain","0","0.174","0.009"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","superpathway_of_histidine,_purine,_and_pyrimidine","0","0.278","0.033"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","butanediol_degradation","0","0.007","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","cyanoamino_acid_metabolism","0","0.061","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","fructose_and_mannose_metabolism","0","0.174","0.007"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","riboflavin,_fmn_and_fad_biosynthesis","0","0.055","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","valine_degradation","0","0.075","0.002"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","aerobic_glycerol_catabolism","0","0.113","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","glutathione_degradation","0","0.014","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","phenylalanine_and_tyrosine_biosynthesis","0","0.035","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","synthesis_and_degradation_of_ketone_bodies","1","0.014","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","pantothenate_and_coa_biosynthesis","0","0.125","0.002"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","purine_metabolism","0","0.486","0.034"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","histidine_metabolism","0","0.100","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sulfur_amino_acid_biosynthesis","0","0.094","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","oxidative_phosphorylation","0","0.366","0.005"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","alanine_biosynthesis","0","0.028","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","formaldehyde_oxidation_ii_(glutathione-dependent)","0","0.021","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","inositol_phosphate_metabolism","0","0.100","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","valine_biosynthesis","0","0.041","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","hexaprenyl_diphosphate_biosynthesis","0","0.035","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","alpha-linolenic_acid_metabolism","0","0.014","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","tryptophan_metabolism","0","0.125","0.002"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","homologous_recombination","0","0.125","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","citrulline_biosynthesis","0","0.021","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","pyruvate_metabolism","0","0.208","0.012"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","folate_interconversions","0","0.081","0.003"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","meiosis_-_yeast","0","0.599","0.017"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","endocytosis","0","0.230","0.002"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","phospholipid_biosynthesis","0","0.094","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","mismatch_repair","0","0.125","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","ubiquinone_biosynthesis","0","0.061","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","carbon_monoxide_dehydrogenase_pathway","0","0.014","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","trehalose_degradation","0","0.014","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","alanine,_aspartate_and_glutamate_metabolism","1","0.191","0.008"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","glycine,_serine_and_threonine_metabolism","1","0.156","0.006"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","nad_biosynthesis","0","0.068","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","fatty_acid_metabolism","0","0.113","0.003"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","fatty_acid_biosynthesis","0","0.028","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","tetrapyrrole_biosynthesis","0","0.028","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","superpathway_of_nad_biosynthesis","0","0.100","0.002"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","p-cymene_degradation","0","0.041","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","arachidonic_acid_metabolism","0","0.035","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","riboflavin_metabolism","0","0.094","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","serine-isocitrate_lyase_pathway","1","0.119","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","glycine_biosynthesis_from_serine","1","0.014","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","butanediol_biosynthesis","0","0.007","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","biotin_biosynthesis","0","0.021","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","toulene_degradation","0","0.041","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","l-serine_degradation","0","0.007","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","glyoxylate_cycle","0","0.055","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","dolichyl_phosphate_d-mannose_biosynthesis","0","0.028","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","phosphatidate_biosynthesis_ii_(the_glycerol-3-phosphate_pathway)","0","0.035","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","4-aminobutyrate_degradation","0","0.014","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","dolichyl_glucosyl_phosphate_biosynthesis","1","0.035","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","superpathway_of_phosphatidate_biosynthesis","0","0.041","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","superpathway_of_polyamine_biosynthesis","0","0.028","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","alanine_degradation","0","0.007","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","ribosome_biogenesis_in_eukaryotes","1","0.414","0.005"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","serine_biosynthesis_from_glyoxylate","1","0.014","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","translation_factors","0","0.241","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","propanoate_metabolism","0","0.075","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","cell_cycle_and_cell_division","0","0.526","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","arginine_and_proline_metabolism","0","0.191","0.005"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","carnitine_shuttle","0","0.021","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","superpathway_of_glutathione_metabolism_(truncated_&gamma;-glutamyl_cycle)","0","0.028","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","triglyceride_biosynthesis","0","0.055","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","limonene_and_pinene_degradation","0","0.035","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sulfate_assimilation_pathway","0","0.061","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","abc_transporters","0","0.021","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","udp-n-acetylglucosamine_biosynthesis","0","0.028","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","removal_of_superoxide_radicals","0","0.028","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","p-aminobenzoate_biosynthesis","0","0.014","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","ribose_and_deoxyribose_phosphate_metabolism","1","0.035","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","methionine_biosynthesis","0","0.048","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","pentosephosphatweg","0","0.081","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","<i>myo</i>-inositol_biosynthesis","0","0.021","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","superpathway_of_purine_biosynthesis_and_salvage_pathways","0","0.219","0.016"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","tryptophan_degradation","0","0.125","0.003"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","thiamine_metabolism","0","0.035","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","nucleotide_excision_repair","0","0.225","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","upiquinone_q_prenylation","0","0.035","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","ubiquitin_mediated_proteolysis","0","0.278","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","glucose_fermentation","0","0.208","0.011"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","polyamine_biosynthesis","0","0.028","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","phosphatidylinositol_signaling_system","0","0.100","0.002"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","glutathione-glutaredoxin_redox_reaction","1","0.075","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","octane_oxidation","0","0.035","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","spliceosome","0","0.393","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","udp-glucose_conversion","0","0.035","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sulfur_relay_system","0","0.055","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","allantoin_degradation","0","0.028","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","de_novo_biosynthesis_of_pyrimidine_ribonucleotides","0","0.132","0.002"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","porphyrin_and_chlorophyll_metabolism","0","0.107","0.002"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","threonine_and_methionine_biosynthesis","0","0.087","0.002"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","heme_biosynthesis","0","0.068","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","myristate_biosynthesis","0","0.021","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","glyoxylate_and_dicarboxylate_metabolism","1","0.100","0.004"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","purine_fermentation","0","0.028","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","salvage_pathways_of_purines_and_their_nucleosides","0","0.061","0.002"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","chorismate_biosynthesis","0","0.028","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","beta-alanine_metabolism","0","0.055","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","glycogen_biosynthesis","0","0.061","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","rna_degradation","0","0.333","0.005"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","serine_and_glycine_biosynthesis","0","0.055","0.001"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","periplasmic_nad_degradation","0","0.007","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","asparagine_degradation","0","0.048","0.002"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","starch_and_sucrose_metabolism","0","0.247","0.015"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","phenylalanine_biosynthesis","0","0.028","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","vitamin_b6_metabolism","0","0.075","0.002"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","valine,_leucine_and_isoleucine_biosynthesis","1","0.119","0.003"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","pyruvate_dehydrogenase_complex","0","0.028","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","proline_biosynthesis","0","0.021","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","cytoplasmic_trna_synthetases","0","0.125","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","de_novo_biosynthesis_of_purine_nucleotides","1","0.162","0.009"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","putrescine_biosynthesis","0","0.007","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","threonine_biosynthesis","0","0.035","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sulfur_degradation","0","0.028","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","biosynthesis_of_secondary_metabolites","1","0.823","0.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","mrna_surveillance_pathway","0","0.202","0.002"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","methane_metabolism","0","0.185","0.004"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","pentose_phosphate_pathway","0","0.179","0.009"
