"intpathway","kegg","LCS","Gene Agreement","GenePair Agreement"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","27","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","c1-unit_interconversion,_eukaryotes","15","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","19","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","gaba_(gamma-aminobutyrate)_shunt","14","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","n-glycosylation_by_oligosaccharyltransferase","17","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","coenzyme_a_biosynthesis,_pantothenate_=>_coa","20","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","fatty_acid_biosynthesis,_initiation","17","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","gpi-anchor_biosynthesis,_core_oligosaccharide","20","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","pentose_phosphate_pathway_(pentose_phosphate_cycle)","24","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","20","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","20","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","22","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","p97-ufd1-npl4_complex","7","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","21","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","citrate_cycle_(tca_cycle,_krebs_cycle)","15","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","19","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","methionine_salvage_pathway","15","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","apc/c_complex","6","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","rna_polymerase_ii,_eukaryotes","15","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","ornithine_biosynthesis,_glutamate_=>_ornithine","20","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","assimilatory_sulfate_reduction,_sulfate_=>_h2s","20","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","eif4f_complex","6","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","20","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","prpp_biosynthesis,_ribose_5p_=>_prpp","12","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","dna_damage-induced_cell_cycle_checkpoints","19","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","copii_complex","7","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","ergocalciferol_biosynthesis","14","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","rna_polymerase_iii,_eukaryotes","15","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","22","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","scf-met30_complex","8","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","22","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","tramp_complex","6","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","histidine_biosynthesis,_prpp_=>_histidine","18","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","ribosome,_eukaryotes","11","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","escrt-ii_complex","9","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","tryptophan_biosynthesis,_chorismate_=>_tryptophan","18","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","proteasome,_20s_core_particle","16","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","19","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","20","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","fatty_acid_biosynthesis,_elongation","17","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","rna_polymerase_i,_eukaryotes","15","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","exosome,_eukaryotes","12","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","dna_polymerase_epsilon_complex","14","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","19","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","n-glycan_precursor_biosynthesis","15","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","cytochrome_bc1_complex_respiratory_unit","13","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","dna_polymerase_zeta  complex","12","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","28","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","21","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","19","0.965","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","scf-cdc4_complex","7","0.965","1.000"
"n-glycan_biosynthesis","c5_isoprenoid_biosynthesis,_mevalonate_pathway","15","0.965","1.000"
"n-glycan_biosynthesis","gluconeogenesis,_oxaloacetate_=>_fructose-6p","10","0.965","1.000"
"n-glycan_biosynthesis","aminoacyl-trna_biosynthesis,_eukaryotes","16","0.965","1.000"
"n-glycan_biosynthesis","scf-grr1_complex","5","0.965","1.000"
"n-glycan_biosynthesis","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","11","0.965","1.000"
"n-glycan_biosynthesis","n-glycan_biosynthesis,_high-mannose_type","21","0.965","1.000"
"n-glycan_biosynthesis","cell_cycle_-_g1/s_transition","8","0.965","1.000"
"n-glycan_biosynthesis","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","10","0.965","1.000"
"n-glycan_biosynthesis","succinate_dehydrogenase_(ubiquinone)","9","0.965","1.000"
"n-glycan_biosynthesis","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","11","0.965","1.000"
"n-glycan_biosynthesis","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","10","0.965","1.000"
"n-glycan_biosynthesis","beta-oxidation,_acyl-coa_synthesis","14","0.965","1.000"
"n-glycan_biosynthesis","escrt-0_complex","4","0.965","1.000"
"n-glycan_biosynthesis","proline_biosynthesis,_glutamate_=>_proline","15","0.965","1.000"
"n-glycan_biosynthesis","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","17","0.965","1.000"
"n-glycan_biosynthesis","glyoxylate_cycle","7","0.965","1.000"
"n-glycan_biosynthesis","exosome,_archaea","4","0.965","1.000"
"n-glycan_biosynthesis","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","16","0.965","1.000"
"n-glycan_biosynthesis","camp_signaling","6","0.965","1.000"
"n-glycan_biosynthesis","f-type_atpase,_eukaryotes","8","0.965","1.000"
"n-glycan_biosynthesis","sphingosine_degradation","7","0.965","1.000"
"n-glycan_biosynthesis","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","15","0.965","1.000"
"n-glycan_biosynthesis","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","16","0.965","1.000"
"n-glycan_biosynthesis","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","16","0.965","1.000"
"n-glycan_biosynthesis","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","11","0.965","1.000"
"n-glycan_biosynthesis","ski_complex","3","0.965","1.000"
"n-glycan_biosynthesis","mrx_complex","3","0.965","1.000"
"n-glycan_biosynthesis","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","17","0.965","1.000"
"n-glycan_biosynthesis","lsm_1-7_complex","4","0.965","1.000"
"n-glycan_biosynthesis","glycolysis,_core_module_involving_three-carbon_compounds","12","0.965","1.000"
"n-glycan_biosynthesis","sm_core_complex","4","0.965","1.000"
"n-glycan_biosynthesis","cell_cycle_-_g2/m_transition","8","0.965","1.000"
"n-glycan_biosynthesis","dna_polymerase_alpha_/_primase_complex","9","0.965","1.000"
"n-glycan_biosynthesis","decapping_complex","6","0.965","1.000"
"n-glycan_biosynthesis","sec61_complex","4","0.965","1.000"
"n-glycan_biosynthesis","mcm_complex","4","0.965","1.000"
"n-glycan_biosynthesis","spliceosome,_u1-snrnp","6","0.965","1.000"
"n-glycan_biosynthesis","cap_binding_complex","7","0.965","1.000"
"n-glycan_biosynthesis","h/aca_ribonucleoprotein_complex","9","0.965","1.000"
"n-glycan_biosynthesis","origin_recognition_complex","7","0.965","1.000"
"n-glycan_biosynthesis","n-glycan_precursor_trimming","12","0.965","1.000"
"n-glycan_biosynthesis","gins_complex","5","0.965","1.000"
"n-glycan_biosynthesis","tetrahydrofolate_biosynthesis,_gtp_=>_thf","15","0.965","1.000"
"n-glycan_biosynthesis","lsm_2-8_complex","4","0.965","1.000"
"n-glycan_biosynthesis","proteasome,_19s_regulatory_particle_(pa700)","7","0.965","1.000"
"n-glycan_biosynthesis","rf-c_complex","5","0.965","1.000"
"n-glycan_biosynthesis","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","16","0.965","1.000"
"n-glycan_biosynthesis","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","15","0.965","1.000"
"n-glycan_biosynthesis","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","16","0.965","1.000"
"n-glycan_biosynthesis","holo-tfiih_complex","5","0.965","1.000"
"n-glycan_biosynthesis","serine_biosynthesis,_glycerate-3p_=>_serine","14","0.965","1.000"
"n-glycan_biosynthesis","cytochrome_bc1_complex","6","0.965","1.000"
"n-glycan_biosynthesis","escrt-iii_complex","4","0.965","1.000"
"n-glycan_biosynthesis","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","12","0.965","1.000"
"n-glycan_biosynthesis","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","12","0.965","1.000"
"n-glycan_biosynthesis","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","17","0.965","1.000"
"n-glycan_biosynthesis","c1-unit_interconversion,_eukaryotes","10","0.965","1.000"
"n-glycan_biosynthesis","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","16","0.965","1.000"
"n-glycan_biosynthesis","gaba_(gamma-aminobutyrate)_shunt","9","0.965","1.000"
"n-glycan_biosynthesis","n-glycosylation_by_oligosaccharyltransferase","17","0.965","1.000"
"n-glycan_biosynthesis","coenzyme_a_biosynthesis,_pantothenate_=>_coa","16","0.965","1.000"
"n-glycan_biosynthesis","fatty_acid_biosynthesis,_initiation","15","0.965","1.000"
"n-glycan_biosynthesis","gpi-anchor_biosynthesis,_core_oligosaccharide","16","0.965","1.000"
"n-glycan_biosynthesis","pentose_phosphate_pathway_(pentose_phosphate_cycle)","9","0.965","1.000"
"n-glycan_biosynthesis","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","15","0.965","1.000"
"n-glycan_biosynthesis","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","15","0.965","1.000"
"n-glycan_biosynthesis","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","15","0.965","1.000"
"n-glycan_biosynthesis","p97-ufd1-npl4_complex","5","0.965","1.000"
"n-glycan_biosynthesis","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","16","0.965","1.000"
"n-glycan_biosynthesis","citrate_cycle_(tca_cycle,_krebs_cycle)","8","0.965","1.000"
"n-glycan_biosynthesis","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","11","0.965","1.000"
"n-glycan_biosynthesis","methionine_salvage_pathway","6","0.965","1.000"
"n-glycan_biosynthesis","apc/c_complex","4","0.965","1.000"
"n-glycan_biosynthesis","rna_polymerase_ii,_eukaryotes","10","0.965","1.000"
"n-glycan_biosynthesis","ornithine_biosynthesis,_glutamate_=>_ornithine","15","0.965","1.000"
"n-glycan_biosynthesis","assimilatory_sulfate_reduction,_sulfate_=>_h2s","10","0.965","1.000"
"n-glycan_biosynthesis","eif4f_complex","3","0.965","1.000"
"n-glycan_biosynthesis","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","15","0.965","1.000"
"n-glycan_biosynthesis","prpp_biosynthesis,_ribose_5p_=>_prpp","13","0.965","1.000"
"n-glycan_biosynthesis","dna_damage-induced_cell_cycle_checkpoints","10","0.965","1.000"
"n-glycan_biosynthesis","copii_complex","4","0.965","1.000"
"n-glycan_biosynthesis","ergocalciferol_biosynthesis","16","0.965","1.000"
"n-glycan_biosynthesis","rna_polymerase_iii,_eukaryotes","10","0.965","1.000"
"n-glycan_biosynthesis","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","15","0.965","1.000"
"n-glycan_biosynthesis","scf-met30_complex","4","0.965","1.000"
"n-glycan_biosynthesis","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","17","0.965","1.000"
"n-glycan_biosynthesis","tramp_complex","4","0.965","1.000"
"n-glycan_biosynthesis","histidine_biosynthesis,_prpp_=>_histidine","14","0.965","1.000"
"n-glycan_biosynthesis","ribosome,_eukaryotes","7","0.965","1.000"
"n-glycan_biosynthesis","escrt-ii_complex","4","0.965","1.000"
"n-glycan_biosynthesis","tryptophan_biosynthesis,_chorismate_=>_tryptophan","16","0.965","1.000"
"n-glycan_biosynthesis","proteasome,_20s_core_particle","5","0.965","1.000"
"n-glycan_biosynthesis","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","16","0.965","1.000"
"n-glycan_biosynthesis","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","16","0.965","1.000"
"n-glycan_biosynthesis","fatty_acid_biosynthesis,_elongation","15","0.965","1.000"
"n-glycan_biosynthesis","rna_polymerase_i,_eukaryotes","10","0.965","1.000"
"n-glycan_biosynthesis","exosome,_eukaryotes","6","0.965","1.000"
"n-glycan_biosynthesis","dna_polymerase_epsilon_complex","9","0.965","1.000"
"n-glycan_biosynthesis","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","16","0.965","1.000"
"n-glycan_biosynthesis","n-glycan_precursor_biosynthesis","21","0.965","1.000"
"n-glycan_biosynthesis","cytochrome_bc1_complex_respiratory_unit","9","0.965","1.000"
"n-glycan_biosynthesis","dna_polymerase_zeta  complex","7","0.965","1.000"
"n-glycan_biosynthesis","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","17","0.965","1.000"
"n-glycan_biosynthesis","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","15","0.965","1.000"
"n-glycan_biosynthesis","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","8","0.965","1.000"
"n-glycan_biosynthesis","scf-cdc4_complex","5","0.965","1.000"
"glycerolipid_metabolism","c5_isoprenoid_biosynthesis,_mevalonate_pathway","11","0.965","1.000"
"glycerolipid_metabolism","gluconeogenesis,_oxaloacetate_=>_fructose-6p","12","0.965","1.000"
"glycerolipid_metabolism","aminoacyl-trna_biosynthesis,_eukaryotes","9","0.965","1.000"
"glycerolipid_metabolism","scf-grr1_complex","5","0.965","1.000"
"glycerolipid_metabolism","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","12","0.965","1.000"
"glycerolipid_metabolism","n-glycan_biosynthesis,_high-mannose_type","11","0.965","1.000"
"glycerolipid_metabolism","cell_cycle_-_g1/s_transition","8","0.965","1.000"
"glycerolipid_metabolism","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","13","0.965","1.000"
"glycerolipid_metabolism","succinate_dehydrogenase_(ubiquinone)","8","0.965","1.000"
"glycerolipid_metabolism","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","14","0.965","1.000"
"glycerolipid_metabolism","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","12","0.965","1.000"
"glycerolipid_metabolism","beta-oxidation,_acyl-coa_synthesis","9","0.965","1.000"
"glycerolipid_metabolism","escrt-0_complex","5","0.965","1.000"
"glycerolipid_metabolism","proline_biosynthesis,_glutamate_=>_proline","11","0.965","1.000"
"glycerolipid_metabolism","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","11","0.965","1.000"
"glycerolipid_metabolism","glyoxylate_cycle","7","0.965","1.000"
"glycerolipid_metabolism","exosome,_archaea","5","0.965","1.000"
"glycerolipid_metabolism","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","12","0.965","1.000"
"glycerolipid_metabolism","camp_signaling","6","0.965","1.000"
"glycerolipid_metabolism","f-type_atpase,_eukaryotes","8","0.965","1.000"
"glycerolipid_metabolism","sphingosine_degradation","7","0.965","1.000"
"glycerolipid_metabolism","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","10","0.965","1.000"
"glycerolipid_metabolism","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","13","0.965","1.000"
"glycerolipid_metabolism","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","11","0.965","1.000"
"glycerolipid_metabolism","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","10","0.965","1.000"
"glycerolipid_metabolism","ski_complex","4","0.965","1.000"
"glycerolipid_metabolism","mrx_complex","4","0.965","1.000"
"glycerolipid_metabolism","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","14","0.965","1.000"
"glycerolipid_metabolism","lsm_1-7_complex","5","0.965","1.000"
"glycerolipid_metabolism","glycolysis,_core_module_involving_three-carbon_compounds","15","0.965","1.000"
"glycerolipid_metabolism","sm_core_complex","5","0.965","1.000"
"glycerolipid_metabolism","cell_cycle_-_g2/m_transition","9","0.965","1.000"
"glycerolipid_metabolism","dna_polymerase_alpha_/_primase_complex","11","0.965","1.000"
"glycerolipid_metabolism","decapping_complex","6","0.965","1.000"
"glycerolipid_metabolism","sec61_complex","4","0.965","1.000"
"glycerolipid_metabolism","mcm_complex","4","0.965","1.000"
"glycerolipid_metabolism","spliceosome,_u1-snrnp","7","0.965","1.000"
"glycerolipid_metabolism","cap_binding_complex","7","0.965","1.000"
"glycerolipid_metabolism","h/aca_ribonucleoprotein_complex","9","0.965","1.000"
