"intpathway","wikipathways","LCS","Gene Agreement","GenePair Agreement"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_tryptophan_biosynthesis_wp165_71899","16","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_glycerol_teichoic_acid_biosynthesis_wp563_70042","19","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_core_lipid-linked_oligosaccharide_biosynthesis_wp114_69752","20","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_de_novo_biosyn._of_pyrimidine_deoxyribonucleotides_wp36_72053","26","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_pathways_of_chorismate_wp213_71175","20","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_tca_cycle_wp490_78394","8","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_glucose_repression_wp2836_78395","11","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_nucleotide_metabolism_wp321_71895","13","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_arginine_degradation_wp54_70247","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_isoleucine_and_valine_biosynthesis_wp359_69861","22","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_fatty_acid_oxidation_wp91_71343","16","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_p-cymene_degradation_wp181_69808","13","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_tyrosine_biosynthesis_wp538_69941","17","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_lipases_biosynthesis_wp71_70049","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_glutamate_degradation_viii_wp99_70055","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_threonine_biosynthesis_wp331_70271","18","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_fatty_acid_elongation,_saturated_wp380_69867","19","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_de_novo_nad_biosynthesis_wp541_69942","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_protein_modifications_wp346_69859","14","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_polyamine_biosynthesis_wp290_69849","17","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_arginine_biosynthesis_wp275_69844","17","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_valine_biosynthesis_wp2_78390","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_sucrose_biosynthesis_wp14_69669","14","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_serine-isocitrate_lyase_pathway_wp390_69869","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_glutathione_biosynthesis_wp196_76277","18","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_glycogen_catabolism_wp478_70263","13","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_glutamate_degradation_vii_wp559_70041","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_galactose_metabolism_wp549_69945","13","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_aerobic_glycerol_catabolism_wp224_71353","14","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_deoxyribose_phosphate_metabolism_wp228_69829","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_gluconeogenesis_wp156_69762","12","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_nad_biosynthesis_wp84_71345","12","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_riboflavin,_fmn,_and_fad_biosynthesis_wp381_71896","21","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_cell_cycle_and_cell_division_wp414_78393","14","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_udp-glucose_conversion_wp109_69750","12","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_de_novo_biosynthesis_of_pyrimidine_ribonucleotides_wp92_71184","26","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_isoleucine,_leucine,_and_valine_biosynthesis_wp198_69820","25","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_trehalose_degradation,_low_osmolarity_wp70_70048","18","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_leucine_biosynthesis_wp180_69807","16","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_toluene_degradation_wp60_78389","14","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_triglyceride_biosynthesis_wp266_69843","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_glycolysis_wp253_69832","8","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_rump_cycle_and_formaldehyde_assimilation_wp332_71344","16","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_proteasome_degradation_wp158_77442","16","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_tryptophan_degradation_wp301_67723","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_glucose-1-phosphate_metabolism_wp260_69835","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_panothenate_and_coenzyme_a_biosynthesis_wp462_70472","22","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_phenylalanine,_tyrosine,_tryptophan_biosynthesis_wp27_70250","26","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_glutamate_biosynthesis_wp77_71350","16","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_lactose_degradation_wp546_69943","14","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_isoleucine_biosynthesis_wp250_69831","17","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_glycolysis_and_gluconeogenesis_wp515_78397","17","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_asparagine_degradation_wp432_71892","16","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_tca_cycle_-_detailed_wp296_76239","14","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_cysteine_biosynthesis_from_homoserine_wp256_77328","20","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_phenylalanine_degradation_wp573_74213","17","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_purine_fermentation_wp463_73550","14","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_serine_and_glycine_biosynthesis_wp218_69824","20","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_histidine_biosynthesis_wp514_71894","16","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_serine_biosynthesis_wp459_69877","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_non-oxidative_branch_of_the_pentose_pathway_wp379_69866","21","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_ubiquinone_biosynthesis_wp308_69850","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_translation_factors_wp32_71347","14","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","36","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_colanic_acid_building_blocks_biosynthesis_wp121_72199","19","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_phospholipid_biosynthesis_wp9_69581","16","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_sphingolipid_metabolism_wp370_76472","13","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_xylulose-monophosphate_cycle_wp361_69862","14","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_principle_pathways_of_carbon_metabolism_wp112_78138","24","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_glutamate_degradation_iii_wp503_69932","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_chorismate_biosynthesis_wp479_73732","16","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_glutamate_degradation_i_wp556_69958","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_leucine_degradation_wp354_70265","14","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_dna_replication_wp13_78398","11","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_genes_of_meiotic_recombination_wp377_69605","16","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_carbon_monoxide_dehydrogenase_pathway_wp280_71352","17","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_nad_salvage_pathway_wp171_73683","17","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_aspartate_biosynthesis_wp1518_76276","16","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_glycine_degradation_wp345_71005","13","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_pyruvate_dehydrogenase_pathway_wp214_69823","18","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_oxidative_branch_of_the_pentose_phosphate_pathway_wp417_69873","22","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_cholesterol_biosynthesis_wp132_77403","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_lysine_biosynthesis_wp533_69940","16","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_glycine_biosynthesis_wp261_77412","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_octane_oxidation_wp552_69954","14","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_ribose_and_deoxyribose_phosphate_metabolism_wp220_69826","19","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_folic_acid_biosynthesis_wp555_69957","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_sulfur_amino_acid_biosynthesis_wp7_70252","19","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_isoleucine_degradation_wp178_69780","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_tryptophan_degradation_via_kynurenine_wp452_70274","21","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_m-cresol_degradation_wp172_69778","13","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_cytoplasmic_ribosomal_proteins_wp210_70142","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_mapk_signaling_pathway_wp510_78392","15","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_mitochondrial_trna_synthetases_wp62_76238","18","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_starch_and_cellulose_biosynthesis_wp257_69834","18","0.951","1.000"
"salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","sc_homocysteine_and_cysteine_interconversion_wp128_69755","24","0.951","1.000"
"n-glycan_biosynthesis","sc_cytoplasmic_trna_synthetases_wp219_76236","12","0.951","1.000"
"n-glycan_biosynthesis","sc_trehalose_biosynthesis_wp239_70272","15","0.951","1.000"
"n-glycan_biosynthesis","sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","16","0.951","1.000"
"n-glycan_biosynthesis","sc_fatty_acid_elongation,_unsaturated_wp16_71346","9","0.951","1.000"
"n-glycan_biosynthesis","sc_upiquinone_q_prenylation_wp287_69848","7","0.951","1.000"
"n-glycan_biosynthesis","sc_anaerobic_respiration_wp575_73676","8","0.951","1.000"
"n-glycan_biosynthesis","sc_fatty_acid_biosynthesis,_initial_steps_wp137_69759","15","0.951","1.000"
"n-glycan_biosynthesis","sc_phenylalanine_and_tyrosine_biosynthesis_wp120_77891","17","0.951","1.000"
"n-glycan_biosynthesis","sc_allantoin_degradation_wp328_71348","7","0.951","1.000"
"n-glycan_biosynthesis","sc_sulfur_degradation_wp440_69875","5","0.951","1.000"
"n-glycan_biosynthesis","sc_superpathway_of_glutamate_biosynthesis_wp191_69812","16","0.951","1.000"
"n-glycan_biosynthesis","sc_pentose_phosphate_pathway_wp369_69863","7","0.951","1.000"
"n-glycan_biosynthesis","sc_glutathione-glutaredoxin_redox_reaction_wp392_69870","10","0.951","1.000"
"n-glycan_biosynthesis","sc_eukaryotic_transcription_initiation_wp425_77440","9","0.951","1.000"
"n-glycan_biosynthesis","sc_sulfate_assimilation_pathway_ii_wp579_70251","9","0.951","1.000"
"n-glycan_biosynthesis","sc_udp-n-acetylgalactosamine_biosynthesis_wp159_69764","20","0.951","1.000"
"n-glycan_biosynthesis","sc_methionine_degradation_wp46_69881","7","0.951","1.000"
"n-glycan_biosynthesis","sc_threonine_and_methionine_biosynthesis_wp423_69874","16","0.951","1.000"
"n-glycan_biosynthesis","sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","15","0.951","1.000"
"n-glycan_biosynthesis","sc_pentose_phosphate_pathway_2_wp670_73392","7","0.951","1.000"
"n-glycan_biosynthesis","sc_p-hydroxybenzoate_biosynthesis_wp315_69851","16","1.000","1.000"
"n-glycan_biosynthesis","sc_superpathway_of_histidine,_purine,_and_pyrimidine_wp416_71897","8","0.951","1.000"
"n-glycan_biosynthesis","sc_asparagine_biosynthesis_wp67_71349","16","0.951","1.000"
"n-glycan_biosynthesis","sc_phenylalanine_biosynthesis_wp194_69817","17","0.951","1.000"
"n-glycan_biosynthesis","sc_tryptophan_biosynthesis_wp165_71899","16","0.951","1.000"
"n-glycan_biosynthesis","sc_glycerol_teichoic_acid_biosynthesis_wp563_70042","18","0.951","1.000"
"n-glycan_biosynthesis","sc_core_lipid-linked_oligosaccharide_biosynthesis_wp114_69752","17","0.951","1.000"
"n-glycan_biosynthesis","sc_de_novo_biosyn._of_pyrimidine_deoxyribonucleotides_wp36_72053","12","0.951","1.000"
"n-glycan_biosynthesis","sc_pathways_of_chorismate_wp213_71175","7","0.951","1.000"
"n-glycan_biosynthesis","sc_tca_cycle_wp490_78394","5","0.951","1.000"
"n-glycan_biosynthesis","sc_glucose_repression_wp2836_78395","8","0.951","1.000"
"n-glycan_biosynthesis","sc_nucleotide_metabolism_wp321_71895","7","0.951","1.000"
"n-glycan_biosynthesis","sc_arginine_degradation_wp54_70247","7","0.951","1.000"
"n-glycan_biosynthesis","sc_isoleucine_and_valine_biosynthesis_wp359_69861","17","0.951","1.000"
"n-glycan_biosynthesis","sc_fatty_acid_oxidation_wp91_71343","7","0.951","1.000"
"n-glycan_biosynthesis","sc_p-cymene_degradation_wp181_69808","7","0.951","1.000"
"n-glycan_biosynthesis","sc_tyrosine_biosynthesis_wp538_69941","15","0.951","1.000"
"n-glycan_biosynthesis","sc_lipases_biosynthesis_wp71_70049","15","0.951","1.000"
"n-glycan_biosynthesis","sc_glutamate_degradation_viii_wp99_70055","8","0.951","1.000"
"n-glycan_biosynthesis","sc_threonine_biosynthesis_wp331_70271","15","0.951","1.000"
"n-glycan_biosynthesis","sc_fatty_acid_elongation,_saturated_wp380_69867","9","0.951","1.000"
"n-glycan_biosynthesis","sc_de_novo_nad_biosynthesis_wp541_69942","15","0.951","1.000"
"n-glycan_biosynthesis","sc_protein_modifications_wp346_69859","7","0.951","1.000"
"n-glycan_biosynthesis","sc_polyamine_biosynthesis_wp290_69849","17","0.951","1.000"
"n-glycan_biosynthesis","sc_arginine_biosynthesis_wp275_69844","16","0.951","1.000"
"n-glycan_biosynthesis","sc_valine_biosynthesis_wp2_78390","16","0.951","1.000"
"n-glycan_biosynthesis","sc_sucrose_biosynthesis_wp14_69669","14","0.951","1.000"
"n-glycan_biosynthesis","sc_serine-isocitrate_lyase_pathway_wp390_69869","8","0.951","1.000"
"n-glycan_biosynthesis","sc_glutathione_biosynthesis_wp196_76277","17","0.951","1.000"
"n-glycan_biosynthesis","sc_glycogen_catabolism_wp478_70263","10","0.951","1.000"
"n-glycan_biosynthesis","sc_glutamate_degradation_vii_wp559_70041","8","0.951","1.000"
"n-glycan_biosynthesis","sc_galactose_metabolism_wp549_69945","8","0.951","1.000"
"n-glycan_biosynthesis","sc_aerobic_glycerol_catabolism_wp224_71353","9","0.951","1.000"
"n-glycan_biosynthesis","sc_deoxyribose_phosphate_metabolism_wp228_69829","9","0.951","1.000"
"n-glycan_biosynthesis","sc_gluconeogenesis_wp156_69762","10","0.951","1.000"
"n-glycan_biosynthesis","sc_nad_biosynthesis_wp84_71345","15","0.951","1.000"
"n-glycan_biosynthesis","sc_riboflavin,_fmn,_and_fad_biosynthesis_wp381_71896","16","0.951","1.000"
"n-glycan_biosynthesis","sc_cell_cycle_and_cell_division_wp414_78393","9","0.951","1.000"
"n-glycan_biosynthesis","sc_udp-glucose_conversion_wp109_69750","10","0.951","1.000"
"n-glycan_biosynthesis","sc_de_novo_biosynthesis_of_pyrimidine_ribonucleotides_wp92_71184","15","0.951","1.000"
"n-glycan_biosynthesis","sc_isoleucine,_leucine,_and_valine_biosynthesis_wp198_69820","18","0.951","1.000"
"n-glycan_biosynthesis","sc_trehalose_degradation,_low_osmolarity_wp70_70048","8","0.951","1.000"
"n-glycan_biosynthesis","sc_leucine_biosynthesis_wp180_69807","16","0.951","1.000"
"n-glycan_biosynthesis","sc_toluene_degradation_wp60_78389","6","0.951","1.000"
"n-glycan_biosynthesis","sc_triglyceride_biosynthesis_wp266_69843","17","0.951","1.000"
"n-glycan_biosynthesis","sc_glycolysis_wp253_69832","9","0.951","1.000"
"n-glycan_biosynthesis","sc_rump_cycle_and_formaldehyde_assimilation_wp332_71344","10","0.951","1.000"
"n-glycan_biosynthesis","sc_proteasome_degradation_wp158_77442","7","0.951","1.000"
"n-glycan_biosynthesis","sc_tryptophan_degradation_wp301_67723","7","0.951","1.000"
"n-glycan_biosynthesis","sc_glucose-1-phosphate_metabolism_wp260_69835","9","0.951","1.000"
"n-glycan_biosynthesis","sc_panothenate_and_coenzyme_a_biosynthesis_wp462_70472","16","0.951","1.000"
