M26020 AAA35137.1 S000006025 YPL104W
U10243 AAA21278.1 S000001617 YKL134C
Z74194 CAA98720.1 S000002305 YDL146W
Z74866 CAA99143.1 S000005484 YOL124C
Z73116 CAA97455.1 S000003934 YLL011W
Z72531 CAA96709.1 S000002977 YGL009C
Z72723 CAA96913.1 S000003169 YGL201C
J04184 AAA34578.1 S000006387 YPR183W
M73966 AAA34617.1 S000005233 YNL289W
U34961 AAA78272.1 S000006162 YPL241C
U24234 AAA76693.1 S000001805 YKR097W
Z72866 CAA97083.1 S000003313 YGR081C
X07811 CAA30671.1 S000001765 YKR057W
M69024 AAC41642.1 S000001622 YKL139W
Z73137 CAA97481.1 S000003955 YLL032C
J02987 AAA65532.1 S000001014 YHL022C
L42517 AAA67649.1 S000002313 YDL154W
L02869 AAA35213.1 S000005658 YOR132W
X52152 CAA36400.1 S000003854 YJR094C
X76563 CAA54062.1 S000004190 YLR200W
U09358 AAA62606.1 S000004695 YMR089C
AF125155 AAD24466.1 S000000248 YBR044C
L41927 AAC41665.1 S000005314 YNR031C
M27515 AAA34891.1 S000003173 YGL205W
X15428 CAA33467.1 S000001692 YKL209C
D00919 BAA00764.1 S000002158 YBR162W-A
U66724 AAC24241.1 S000003055 YGL087C
M77514 AAA35131.1 S000005188 YNL244C
D21200 BAA04742.1 S000003094 YGL126W
U11048 AAA20241.1 S000001627 YKL144C
M32487 AAA34836.1 S000002706 YDR298C
M18068 AAA18404.1 S000005160 YNL216W
S79635 AAB35312.1 S000005540 YOR014W
X68482 CAA48502.1 S000003905 YJR144W
L22517 AAC37363.1 S000003710 YJL174W
L01414 AAA34942.1 S000001405 YIL143C
M94176 AAA35102.1 S000001405 YIL143C
U14002 AAB82066.1 S000000945 YER143W
X02549 CAA26400.1 S000004714 YMR108W
D14677 BAA03508.1 S000002219 YDL061C
L36669 AAA50350.1 S000004746 YMR138W
D14676 BAA03507.1 S000004380 YLR388W
L38489 AAA57276.1 S000002409 YDR002W
D29645 BAA06128.1 S000005997 YPL076W
Z72968 CAA97209.1 S000003415 YGR183C
Z71278 CAA95861.1 S000004947 YNL002C
Z75200 CAA99520.1 S000005818 YOR292C
Z75258 CAA99678.1 S000005877 YOR350C
DQ393806 ABD57960.1 S000003387 YGR155W
DQ393808 ABD57962.1 S000003387 YGR155W
DQ393809 ABD57963.1 S000003387 YGR155W
DQ393807 ABD57961.1 S000003387 YGR155W
Z74079 CAA98590.1 S000002189 YDL031W
Z72869 CAA97086.1 S000003316 YGR084C
Z73601 CAA97966.1 S000006166 YPL245W
Z71508 CAA96137.1 S000005176 YNL232W
Z73162 CAA97510.1 S000003980 YLL057C
Z73188 CAA97538.1 S000004006 YLR016C
Z75052 CAA99348.1 S000005670 YOR144C
Z74097 CAA98611.1 S000002207 YDL049C
Z72781 CAA96979.1 S000003228 YGL259W
Z74380 CAA98904.1 S000002491 YDR084C
M36482 AAA35062.1 S000000493 YBR289W
Z72956 CAA97197.1 S000003403 YGR171C
Z74085 CAA98596.1 S000002195 YDL037C
J05117 AAA17543.1 S000005857 YOR330C
Z74153 CAA98672.1 S000002263 YDL105W
Z72713 CAA96903.1 S000003159 YGL191W
Z49302 CAA89318.1 S000003564 YJL027C
Z28241 CAA82088.1 S000001724 YKR016W
Z73024 CAA97267.1 S000003471 YGR239C
Z36115 CAA85209.1 S000000450 YBR246W
Z49411 CAA89431.1 S000003672 YJL136C
Z74989 CAA99274.1 S000005607 YOR081C
Z72820 CAA97023.1 S000003267 YGR035C
J03506 AAA34750.1 S000001504 YKL021C
Z28007 CAA81841.1 S000001490 YKL007W
Z28007 CAA81842.1 S000002101 YKL006C-A
Z71655 CAA96320.1 S000005323 YNR040W
Z74951 CAA99234.1 S000005569 YOR043W
Z49286 CAA89302.1 S000003548 YJL011C
X06957 CAA30027.1 S000002239 YDL081C
U34385 AAB60315.1 S000006160 YPL239W
Z49607 CAA89637.1 S000003868 YJR107W
Z49657 CAA89690.1 S000003918 YJR157W
K03077 AAA35162.1 S000005366 YOL006C
Z75073 CAA99371.1 S000005691 YOR165W
X90957 CAA62447.1 S000002386 YDL227C
X05650 CAA29139.1 S000001378 YIL116W
U82215 AAB40031.1 S000005413 YOL052C-A
K02206 AAA34824.1 S000000747 YEL021W
K02207 AAA34825.1 S000000747 YEL021W
Z73040 CAA97284.1 S000003487 YGR255C
L16958 AAA20681.1 S000004178 YLR188W
J04096 AAA34385.1 S000005015 YNL071W
Z73515 CAA97864.1 S000006080 YPL159C
Z28321 CAA82176.1 S000001804 YKR096W
Z74283 CAA98815.1 S000002394 YDL235C
M59870 AAA35160.1 S000000970 YER168C
Z28142 CAA81983.1 S000001625 YKL142W
Z28183 CAA82026.1 S000001666 YKL183W
Z36108 CAA85202.1 S000000443 YBR239C
M17231 AAA34717.1 S000003171 YGL203C
M64707 AAA34459.1 S000005552 YOR026W
Z73305 CAA97704.1 S000004123 YLR133W
Z22815 CAA80469.1 S000005571 YOR045W
M24928 AAA34945.1 S000000964 YER162C
Z72587 CAA96768.1 S000003033 YGL065C
Z49484 CAA89506.1 S000003745 YJL209W
X13455 CAA31804.1 S000001066 YHR024C
D10006 BAA00897.1 S000001380 YIL118W
U46012 AAA86842.1 S000000199 YBL103C
Z75082 CAA99383.1 S000005700 YOR174W
S66117 AAB28441.1 S000000763 YEL037C
Z28034 CAA81869.1 S000001517 YKL034W
Z71531 CAA96162.1 S000005199 YNL255C
Z71352 CAA95950.1 S000005020 YNL076W
S57517 AAB26005.1 S000004527 YML062C
L27151 AAA35193.1 S000005963 YPL042C
Z74805 CAA99073.1 S000005424 YOL063C
Z49364 CAA89382.1 S000003625 YJL089W
Z28251 CAA82098.1 S000001734 YKR026C
Z74252 CAA98782.1 S000002363 YDL204W
U66864 AAB17870.1 S000003448 YGR216C
Z74126 CAA98644.1 S000002236 YDL078C
Z72771 CAA96969.1 S000003218 YGL249W
Z73156 CAA97503.1 S000003974 YLL051C
Z49649 CAA89682.1 S000003910 YJR149W
Z71387 CAA95990.1 S000005055 YNL111C
Z73218 CAA97576.1 S000004036 YLR046C
Z71399 CAA96004.1 S000005067 YNL123W
Z28290 CAA82144.1 S000001773 YKR065C
Z28015 CAA81850.1 S000001498 YKL015W
X76643 CAA54091.1 S000000819 YER017C
Z75205 CAA99525.1 S000005823 YOR297C
Z74107 CAA98622.1 S000002217 YDL059C
J01340 AAA88727.1 S000006108 YPL187W
K02132 AAA34525.1 S000005829 YOR303W
Z71642 CAA96307.1 S000005310 YNR027W
Z74815 CAA99083.1 S000005434 YOL073C
Z74279 CAA98810.1 S000002390 YDL231C
Z28040 CAA81875.1 S000001523 YKL040C
Z74361 CAA98883.1 S000002472 YDR065W
Z72614 CAA96798.1 S000003060 YGL092W
Z75089 CAA99390.1 S000005707 YOR181W
Z49355 CAA89373.1 S000003616 YJL080C
Z35971 CAA85057.1 S000000306 YBR102C
Z71590 CAA96244.1 S000005258 YNL314W
Z72676 CAA96866.1 S000003122 YGL154C
Z75001 CAA99290.1 S000005619 YOR093C
Z35996 CAA85084.1 S000000331 YBR127C
X64582 CAA45869.1 S000000727 YEL001C
Z28134 CAA81975.1 S000001617 YKL134C
Z74150 CAA98669.1 S000002260 YDL102W
Z75281 CAA99704.1 S000005900 YOR373W
Z73258 CAA97646.1 S000004076 YLR086W
Z73514 CAA97863.1 S000006079 YPL158C
Z72882 CAA97100.1 S000003329 YGR097W
X57478 CAA40716.1 S000003838 YJR077C
Z74358 CAA98880.1 S000002469 YDR062W
Z71423 CAA96030.1 S000005091 YNL147W
Z49333 CAA89349.1 S000003594 YJL058C
Z49507 CAA89529.1 S000003767 YJR007W
Z49349 CAA89366.1 S000003610 YJL074C
Z49308 CAA89324.1 S000003570 YJL033W
M74048 AAA34445.1 S000001499 YKL016C
Z28175 CAA82017.1 S000001658 YKL175W
Z73108 CAA97446.1 S000003926 YLL003W
Z49326 CAA89342.1 S000003587 YJL051W
X93598 CAA63795.1 S000005561 YOR035C
Z35960 CAA85044.1 S000000295 YBR091C
Z73183 CAA97533.1 S000004001 YLR011W
Z75067 CAA99365.1 S000005685 YOR159C
Z35815 CAA84874.1 S000000150 YBL054W
Z28066 CAA81903.1 S000001549 YKL066W
Z73008 CAA97251.1 S000003455 YGR223C
Z72941 CAA97170.1 S000003388 YGR156W
L10667 AAA34727.1 S000003398 YGR166W
Z49420 CAA89440.1 S000003681 YJL145W
Z72621 CAA96805.1 S000003067 YGL099W
U31109 AAA74482.1 S000000340 YBR136W
D00443 BAA00344.1 S000002340 YDL181W
Z72551 CAA96730.1 S000002997 YGL029W
Z74764 CAA99022.1 S000005382 YOL022C
Z28070 CAA81907.1 S000001553 YKL070W
L31635 AAA19559.1 S000000490 YBR286W
Z74120 CAA98638.1 S000002230 YDL072C
Z75014 CAA99304.1 S000005632 YOR106W
Z73241 CAA97626.1 S000004059 YLR069C
Z73622 CAA98001.1 S000006187 YPL266W
M96667 AAA34906.1 S000006307 YPR103W
Z74812 CAA99080.1 S000005431 YOL070C
M77757 AAA34418.1 S000000972 YER170W
Z35655 CAA84714.1 S000000130 YBL034C
Z74171 CAA98691.1 S000002281 YDL123W
M10154 AAA34476.1 S000000324 YBR120C
Z73229 CAA97587.1 S000004047 YLR057W
S80548 AAB35850.1 S000003390 YGR158C
M26329 AAA34668.1 S000002640 YDR232W
U31543 AAA85504.1 S000003597 YJL061W
Z74776 CAA99034.1 S000005394 YOL034W
Z71432 CAA96043.1 S000005100 YNL156C
Z28033 CAA81868.1 S000001516 YKL033W
M13814 AAB36610.1 S000005032 YNL088W
Z73206 CAA97558.1 S000004024 YLR034C
Z72954 CAA97195.1 S000003401 YGR169C
Z74078 CAA98589.1 S000002188 YDL030W
Z71514 CAA96143.1 S000005182 YNL238W
Z74766 CAA99024.1 S000005384 YOL024W
Z72602 CAA96785.1 S000003048 YGL080W
Z73318 CAA97718.1 S000004136 YLR146C
Z72554 CAA96733.1 S000003000 YGL032C
Z49641 CAA89673.1 S000003902 YJR141W
Z74881 CAA99160.1 S000005499 YOL139C
Z75288 CAA99712.1 S000005907 YOR380W
Z74320 CAA98845.1 S000002431 YDR024W
U41324 AAA84983.1 S000006175 YPL254W
Z49367 CAA89385.1 S000003628 YJL092W
Z75230 CAA99642.1 S000005849 YOR322C
S69420 AAB30203.1 S000005224 YNL280C
U31348 AAC49072.1 S000003073 YGL105W
Z73107 CAA97445.1 S000003925 YLL002W
Z73552 CAA97909.1 S000006117 YPL196W
Z28018 CAA81853.1 S000001501 YKL018W
Z74905 CAA99185.1 S000005523 YOL163W
U30296 AAC49078.1 S000004580 YML112W
Z21817 CAA79883.1 S000000264 YBR060C
Z46420 CAA86556.1 S000005876 YOR349W
Z74350 CAA98872.1 S000002461 YDR054C
M62808 AAA34766.1 S000005486 YOL126C
L26333 AAA19637.1 S000002585 YDR178W
Z28304 CAA82158.1 S000001787 YKR079C
Z71677 CAA96344.1 S000005345 YNR062C
Z49149 CAA89014.1 S000003210 YGL241W
Z49149 CAA89012.1 S000003212 YGL243W
Z49149 CAA89013.1 S000003211 YGL242C
Z49149 CAA89017.1 S000003208 YGL239C
Z71291 CAA95876.1 S000004960 YNL015W
Z75275 CAA99698.1 S000005894 YOR367W
U20327 AAB60309.1 S000001532 YKL049C
Z73110 CAA97448.1 S000003928 YLL005C
L19167 AAA34982.1 S000004947 YNL002C
Z49280 CAA89295.1 S000003542 YJL005W
U52369 AAC49352.1 S000004981 YNL036W
Z71662 CAA96328.1 S000005330 YNR047W
Z75204 CAA99524.1 S000005822 YOR296W
Z75269 CAA99690.1 S000005888 YOR361C
M95396 AAA34394.1 S000002857 YDR449C
M95396 AAA34393.1 S000002856 YDR448W
Z74122 CAA98640.1 S000002232 YDL074C
L13036 AAA99927.1 S000006189 YPL268W
L12000 AAA34383.1 S000000440 YBR236C
M76447 AAA35238.1 S000003276 YGR044C
Z49543 CAA89571.1 S000003804 YJR043C
X16861 CAA34752.1 S000003764 YJR004C
M80596 AAA35203.1 S000002731 YDR323C
Z72809 CAA97007.1 S000003256 YGR024C
Z28021 CAA81856.1 S000001504 YKL021C
Z75213 CAA99624.1 S000005832 YOR305W
Z75213 CAA99625.1 S000005830 YOR304C-A
Z73062 CAA97307.1 S000003509 YGR277C
U37533 AAC49348.1 S000004984 YNL039W
M59860 AAA34412.1 S000004895 YMR282C
Z49405 CAA89425.1 S000003666 YJL130C
Z72770 CAA96968.1 S000003217 YGL248W
D29626 BAA06105.1 S000003481 YGR249W
D00171 BAA00121.1 S000000828 YER026C
U28414 AAA73863.1 S000002624 YDR216W
Z72836 CAA97051.1 S000003283 YGR051C
Z75063 CAA99361.1 S000005681 YOR155C
X13682 CAA31976.1 S000002239 YDL081C
Z74285 CAA98817.1 S000002396 YDL237W
X54316 CAA38214.1 S000001709 YKR001C
Z29089 CAA82332.1 S000001006 YHL014C
Z29089 CAA82331.1 S000001007 YHL015W
Z72550 CAA96729.1 S000002996 YGL028C
Z54149 CAA90863.1 S000003661 YJL125C
S77496 AAB33579.1 S000004347 YLR355C
U62525 AAB40993.1 S000001346 YIL084C
J02946 AAA16819.1 S000003664 YJL128C
M21620 AAA34480.1 S000005499 YOL139C
M81380 AAA35126.1 S000006290 YPR086W
U17437 AAC49142.1 S000000187 YBL091C
X71622 CAB37853.1 S000001515 YKL032C
U46931 AAB94294.1 S000003410 YGR178C
X16120 CAA34250.1 S000002225 YDL067C
S47695 AAB23985.1 S000000103 YBL007C
S47695 AAB23989.1 S000000104 YBL008W
S47695 AAB23988.1 S000000105 YBL009W
S47695 AAB23984.2 S000000106 YBL010C
U50562 AAC49305.1 S000003198 YGL229C
M91073 AAB04945.1 S000003478 YGR246C
M34709 AAA34619.1 S000005185 YNL241C
D38411 BAA22512.1 S000005215 YNL271C
K01386 AAA35176.1 S000001694 YKL211C
X07561 CAA30444.1 S000004412 YLR420W
X16727 CAA34707.1 S000001592 YKL109W
Z73043 CAA97287.1 S000003490 YGR258C
AY301067 AAP48998.1 S000003393 YGR161C
Z74129 CAA98647.1 S000002239 YDL081C
X06670 CAA29870.1 S000003744 YJL208C
Z35840 CAA84900.1 S000000175 YBL079W
Z71505 CAA96134.1 S000005173 YNL229C
U56821 AAB09053.1 S000004093 YLR103C
X07464 CAA30347.1 S000005361 YOL001W
Z71437 CAA96048.1 S000005105 YNL161W
Z73586 CAA97946.1 S000006151 YPL230W
Z74121 CAA98639.1 S000002231 YDL073W
M74309 AAA34404.1 S000004915 YMR300C
Z75268 CAA99689.1 S000005887 YOR360C
Z74820 CAA99089.1 S000005438 YOL078W
K02205 AAA34640.1 S000000735 YEL009C
U66834 AAB07526.1 S000005380 YOL020W
Z36027 CAA85117.1 S000000362 YBR158W
Z73579 CAA97938.1 S000006144 YPL223C
Z73595 CAA97960.1 S000006160 YPL239W
Z28098 CAA81938.1 S000001581 YKL098W
AY558540 AAS56866.1 S000001427 YIL165C
AY693321 AAT93340.1 S000006103 YPL182C
AY557691 AAS56017.1 S000002465 YDR058C
AY558114 AAS56440.1 S000001016 YHL024W
AY692760 AAT92779.1 S000005688 YOR162C
AY692665 AAT92684.1 S000001326 YIL064W
AY557802 AAS56128.1 S000000754 YEL028W
AY723829 AAU09746.1 S000001267 YIL005W
AY692589 AAT92608.1 S000005066 YNL122C
AY693268 AAT93287.1 S000000794 YEL068C
AY558386 AAS56712.1 S000001034 YHL042W
AY692759 AAT92778.1 S000005923 YPL002C
AY558425 AAS56751.1 S000005389 YOL029C
AY693083 AAT93102.1 S000004352 YLR360W
AY692711 AAT92730.1 S000005255 YNL311C
AY692938 AAT92957.1 S000000944 YER142C
AY558252 AAS56578.1 S000003720 YJL184W
AY558231 AAS56557.1 S000004448 YLR456W
AJ010480 CAA09218.1 S000007275 Q0140
AY558354 AAS56680.1 S000001606 YKL123W
AY557843 AAS56169.1 - YIR044C
AY558334 AAS56660.1 S000005998 YPL077C
AY557968 AAS56294.1 S000004724 YMR118C
AY558457 AAS56783.1 S000000972 YER170W
AY558244 AAS56570.1 S000003574 YJL037W
AY692694 AAT92713.1 S000003585 YJL049W
AF080089 AAD04031.1 S000004235 YLR245C
AY558193 AAS56519.1 S000003979 YLL056C
AY558259 AAS56585.1 S000003907 YJR146W
AY693124 AAT93143.1 S000000101 YBL005W
AY558199 AAS56525.1 S000004001 YLR011W
AY693281 AAT93300.1 S000006280 YPR076W
AY692633 AAT92652.1 S000005001 YNL056W
AY557670 AAS55996.1 S000002593 YDR185C
AY693245 AAT93264.1 S000005826 YOR300W
AY557866 AAS56192.1 S000000250 YBR046C
AY558443 AAS56769.1 S000000771 YEL045C
U30906 AAB61448.1 S000004279 YLR288C
AY557693 AAS56019.1 S000002484 YDR077W
AY558583 AAS56909.1 S000003681 YJL145W
AJ585654 CAE52174.1 S000001579 YKL096W
AJ585653 CAE52173.1 S000001579 YKL096W
AJ585652 CAE52172.1 S000001579 YKL096W
AJ585656 CAE52176.1 S000001579 YKL096W
AJ585662 CAE52182.1 S000001579 YKL096W
AY692649 AAT92668.1 S000005244 YNL300W
AY558268 AAS56594.1 S000003208 YGL239C
AY558081 AAS56407.1 S000001444 YIR005W
AY558175 AAS56501.1 S000002919 YDR511W
AY693174 AAT93193.1 S000005442 YOL082W
AY692797 AAT92816.1 S000001068 YHR026W
AY692570 AAT92589.1 S000003438 YGR206W
AY557833 AAS56159.1 S000003127 YGL159W
AY557917 AAS56243.1 S000003915 YJR154W
AY558555 AAS56881.1 S000001669 YKL186C
AY558576 AAS56902.1 S000002592 YDR184C
U90440 AAB50012.1 S000005339 YNR056C
AY557744 AAS56070.1 S000002692 YDR284C
AY558424 AAS56750.1 S000005340 YNR057C
AY692741 AAT92760.1 S000004567 YML099W-A
AY693070 AAT93089.1 S000004007 YLR017W
AY692650 AAT92669.1 S000001142 YHR100C
AY558530 AAS56856.1 S000004003 YLR013W
AY692720 AAT92739.1 S000004620 YMR018W
AY693002 AAT93021.1 S000003949 YLL026W
AY558375 AAS56701.1 S000002400 YDL241W
AF479978 AAL79291.1 S000028714 YOR161W-B
U78080 AAB57643.1 S000001100 YHR058C
AY558121 AAS56447.1 S000004776 YMR166C
Y08789 CAA70041.1 S000004156 YLR166C
AY557714 AAS56040.1 S000000139 YBL043W
AY557919 AAS56245.1 S000003821 YJR060W
AY692848 AAT92867.1 S000004307 YLR315W
AY558536 AAS56862.1 S000004392 YLR400W
AY693111 AAT93130.1 S000006051 YPL130W
AY557788 AAS56114.1 S000002673 YDR265W
AY693236 AAT93255.1 S000006371 YPR167C
AY692713 AAT92732.1 S000004637 YMR034C
AY558481 AAS56807.1 S000003005 YGL037C
AY693324 AAT93343.1 S000006118 YPL197C
AY692954 AAT92973.1 S000005311 YNR028W
CQ795550 CAG26234.1 S000003093 YGL125W
AY558531 AAS56857.1 S000004032 YLR042C
AB017166 BAA74776.1 S000004894 YMR281W
AY557946 AAS56272.1 S000004008 YLR018C
AB015285 BAA28825.1 S000003835 YJR074W
AF479889 AAL79202.1 S000028603 YBR182C-A
AY557699 AAS56025.1 S000002599 YDR191W
AY693046 AAT93065.1 S000004597 YML128C
AB027571 BAA93459.1 S000000499 YBR295W
AY693305 AAT93324.1 S000005128 YNL184C
AY557932 AAS56258.1 S000004040 YLR050C
AY693339 AAT93358.1 S000003283 YGR051C
AY557995 AAS56321.1 S000004632 YMR030W
AY557899 AAS56225.1 S000003834 YJR073C
AY723796 AAU09713.1 S000002944 YDR536W
AY558428 AAS56754.1 S000005445 YOL085C
AY558365 AAS56691.1 S000005240 YNL296W
AY557846 AAS56172.1 S000001180 YHR138C
AY692627 AAT92646.1 S000005059 YNL115C
AY693219 AAT93238.1 S000005473 YOL113W
AY557735 AAS56061.1 S000002704 YDR296W
AY558091 AAS56417.1 S000003903 YJR142W
AY692793 AAT92812.1 S000005399 YOL039W
AY692870 AAT92889.1 S000000174 YBL078C
AY558532 AAS56858.1 S000004063 YLR073C
AY692674 AAT92693.1 S000001168 YHR126C
AY692974 AAT92993.1 S000004481 YML019W
AY693005 AAT93024.1 S000004049 YLR059C
AY558211 AAS56537.1 S000004241 YLR251W
AY693221 AAT93240.1 S000005514 YOL154W
AY264259 AAP21767.1 S000003549 YJL012C
AX814438 CAE83483.1 S000004815 YMR202W
AY558037 AAS56363.1 S000005605 YOR079C
AY692731 AAT92750.1 S000004875 YMR262W
AY693036 AAT93055.1 S000002886 YDR478W
AY692710 AAT92729.1 S000000077 YAR029W
AY558551 AAS56877.1 S000000216 YBR012C
J02719 AAA35207.1 S000003326 YGR094W
AY557701 AAS56027.1 S000002495 YDR088C
AF479976 AAL79289.1 S000028711 YOR108C-A
AY557909 AAS56235.1 S000001763 YKR055W
AY558120 AAS56446.1 S000004786 YMR174C
AY692659 AAT92678.1 S000005926 YPL005W
AY558459 AAS56785.1 S000000117 YBL021C
AY692653 AAT92672.1 S000005491 YOL131W
AY692597 AAT92616.1 S000001554 YKL071W
AB018078 BAA34996.1 S000006388 YPR184W
AY723861 AAU09778.1 S000005193 YNL249C
AF479950 AAL79263.1 S000028636 YGR031C-A
AY557786 AAS56112.1 S000000958 YER156C
AY164797 AAP47372.1 S000002363 YDL204W
AY692787 AAT92806.1 S000004502 YML038C
AY557771 AAS56097.1 S000003268 YGR036C
AY558126 AAS56452.1 S000000377 YBR173C
U81482 AAB40707.1 S000004403 YLR411W
AY557994 AAS56320.1 S000004747 YMR139W
AY692947 AAT92966.1 S000001946 YFR050C
AY693019 AAT93038.1 S000006176 YPL255W
AY692834 AAT92853.1 S000000399 YBR195C
AY693325 AAT93344.1 S000005268 YNL324W
AY558180 AAS56506.1 S000000310 YBR106W
AY558239 AAS56565.1 S000001461 YIR022W
AY558161 AAS56487.1 S000002279 YDL121C
AY242063 AAP72992.1 S000005904 YOR377W
AY723825 AAU09742.1 S000001166 YHR124W
AY692805 AAT92824.1 S000000127 YBL031W
AY693209 AAT93228.1 S000004674 YMR070W
AY558505 AAS56831.1 S000003172 YGL204C
AY557939 AAS56265.1 S000004108 YLR118C
AY557940 AAS56266.1 S000003983 YLL060C
AY558449 AAS56775.1 S000000806 YER004W
AY692882 AAT92901.1 S000005132 YNL188W
AY558482 AAS56808.1 S000003002 YGL034C
AY723772 AAU09689.1 S000002479 YDR072C
AF022365 AAB72226.1 S000002479 YDR072C
X57360 CAA40634.1 S000005017 YNL073W
AY557645 AAS55971.1 S000002429 YDR022C
AY692914 AAT92933.1 S000006098 YPL177C
AY558085 AAS56411.1 S000001323 YIL061C
AY558396 AAS56722.1 S000001782 YKR074W
AY723770 AAU09687.1 S000002456 YDR049W
AY693214 AAT93233.1 S000000596 YCR003W
AY558098 AAS56424.1 S000001087 YHR045W
AY558276 AAS56602.1 S000003467 YGR235C
U31217 AAB81882.1 S000005505 YOL145C
AY693217 AAT93236.1 S000004960 YNL015W
AY693330 AAT93349.1 S000005308 YNR025C
AY558300 AAS56626.1 S000001287 YIL025C
AY558007 AAS56333.1 S000005474 YOL114C
U30184 AAB08525.1 S000005791 YOR265W
AY693166 AAT93185.1 S000000824 YER022W
AY692961 AAT92980.1 S000005997 YPL076W
X94403 CAA64176.1 S000003629 YJL093C
U37254 AAC49168.1 S000003629 YJL093C
AY693354 AAT93373.1 S000005860 YOR333C
AY693248 AAT93267.1 S000005841 YOR314W
AY558247 AAS56573.1 S000003591 YJL055W
AY692639 AAT92658.1 S000004438 YLR446W
DQ356630 ABC86934.1 S000005026 YNL082W
DQ356629 ABC86933.1 S000005026 YNL082W
DQ356628 ABC86932.1 S000005026 YNL082W
AY558223 AAS56549.1 S000004355 YLR363C
AY692826 AAT92845.1 S000005618 YOR092W
AY693314 AAT93333.1 S000003392 YGR160W
AY558491 AAS56817.1 S000002474 YDR067C
AY693043 AAT93062.1 S000001114 YHR072W
AY693177 AAT93196.1 S000003573 YJL036W
AY692973 AAT92992.1 S000003394 YGR162W
AJ585707 CAE52227.1 S000005728 YOR202W
AJ585710 CAE52230.1 S000005728 YOR202W
AJ585711 CAE52231.1 S000005728 YOR202W
AJ585715 CAE52235.1 S000005728 YOR202W
AJ585709 CAE52229.1 S000005728 YOR202W
AJ585717 CAE52237.1 S000005728 YOR202W
AJ585719 CAE52239.1 S000005728 YOR202W
AY557996 AAS56322.1 S000005386 YOL026C
AY692676 AAT92695.1 S000006199 YPL278C
AY557841 AAS56167.1 S000003388 YGR156W
AY558470 AAS56796.1 S000001913 YFR017C
AY557667 AAS55993.1 S000002609 YDR201W
AY693130 AAT93149.1 S000006113 YPL192C
AY693348 AAT93367.1 S000000740 YEL014C
AY693068 AAT93087.1 S000003594 YJL058C
AJ585637 CAE52157.1 S000001699 YKL216W
AJ585642 CAE52162.1 S000001699 YKL216W
AJ585639 CAE52159.1 S000001699 YKL216W
AJ585644 CAE52164.1 S000001699 YKL216W
AJ585638 CAE52158.1 S000001699 YKL216W
AJ585643 CAE52163.1 S000001699 YKL216W
AJ585647 CAE52167.1 S000001699 YKL216W
AY692571 AAT92590.1 S000006178 YPL257W
AY558074 AAS56400.1 S000001507 YKL024C
AY558403 AAS56729.1 S000004693 YMR087W
AB027253 BAA77722.1 S000000781 YEL055C
X51672 CAA35979.1 S000001695 YKL212W
AY558390 AAS56716.1 S000003188 YGL220W
AY692709 AAT92728.1 S000004116 YLR126C
AY558083 AAS56409.1 S000001379 YIL117C
AY557900 AAS56226.1 S000003773 YJR012C
AY357258 AAQ62539.1 S000001219 YHR176W
AY693337 AAT93356.1 S000003497 YGR265W
AY692618 AAT92637.1 S000003298 YGR066C
AY557888 AAS56214.1 S000003846 YJR086W
AY723869 AAU09786.1 S000005719 YOR193W
AY693022 AAT93041.1 S000002368 YDL209C
AY723792 AAU09709.1 S000002757 YDR349C
AY557782 AAS56108.1 S000000937 YER135C
AY723834 AAU09751.1 S000003639 YJL103C
AY558209 AAS56535.1 S000004144 YLR154C
AY557851 AAS56177.1 S000001327 YIL065C
AY692859 AAT92878.1 S000001447 YIR008C
AY557669 AAS55995.1 S000002570 YDR163W
AY558094 AAS56420.1 S000001501 YKL018W
AY558398 AAS56724.1 S000004641 YMR038C
AY692946 AAT92965.1 S000005310 YNR027W
AY692643 AAT92662.1 S000001352 YIL090W
AY692586 AAT92605.1 S000000489 YBR285W
AY557960 AAS56286.1 S000007472 YML058W-A
AY692671 AAT92690.1 S000002204 YDL046W
AY558089 AAS56415.1 S000001281 YIL019W
AY558330 AAS56656.1 S000005968 YPL047W
D16304 BAA03811.1 S000005380 YOL020W
Z71624 CAA96286.1 S000005292 YNR009W
AY558082 AAS56408.1 S000003866 YJR105W
AY692608 AAT92627.1 S000001005 YHL013C
AY692677 AAT92696.1 S000004054 YLR064W
AY693152 AAT93171.1 S000005326 YNR043W
U49261 AAC49252.1 S000005326 YNR043W
AY557789 AAS56115.1 S000002687 YDR279W
AY557987 AAS56313.1 S000004737 YMR130W
AY692587 AAT92606.1 S000000878 YER076C
BK005159 DAA05204.1 S000004971 YNL026W
AY558442 AAS56768.1 S000000774 YEL048C
AY558112 AAS56438.1 S000003366 YGR134W
AY557859 AAS56185.1 S000001282 YIL020C
AY693328 AAT93347.1 S000005247 YNL303W
AJ012047 CAA09905.1 S000000510 YCL004W
AY558270 AAS56596.1 S000003240 YGR008C
AY693025 AAT93044.1 S000002217 YDL059C
AY558547 AAS56873.1 S000003494 YGR262C
AY693244 AAT93263.1 S000005872 YOR345C
AY692883 AAT92902.1 S000001405 YIL143C
AF479920 AAL79233.1 S000028619 YEL030C-A
AY692606 AAT92625.1 S000003897 YJR136C
AY557830 AAS56156.1 S000003239 YGR007W
AY558415 AAS56741.1 S000004758 YMR150C
AY692845 AAT92864.1 S000004645 YMR042W
AY692625 AAT92644.1 S000000150 YBL054W
AY557712 AAS56038.1 S000000239 YBR035C
AY692599 AAT92618.1 S000002972 YGL004C
